EG_node1	EG_node2	Source
5519	6801	ppi
7465	23001	ppi
7465	151195	ppi
995	5347	ppi
995	7534	ppi
995	5528	ppi
995	7531	ppi
995	10971	ppi
3301	27089	ppi
5013	10253	ppi
5015	6310	ppi
1635	51335	ppi
1635	1635	ppi
5831	29920	ppi
2633	2633	ppi
6133	79959	ppi
6133	6204	ppi
6133	6206	ppi
6133	6217	ppi
6133	6224	ppi
6133	6228	ppi
6133	6187	ppi
6133	6189	ppi
6133	3921	ppi
6133	6175	ppi
1003	6714	ppi
1003	1495	ppi
3799	10971	ppi
3799	7532	ppi
3799	8473	ppi
1164	1163	ppi
2053	2053	ppi
1394	7349	ppi
6119	7156	ppi
6119	7486	ppi
5982	5573	ppi
5982	5983	ppi
9276	372	ppi
9276	9276	ppi
9276	26958	ppi
1649	468	ppi
1649	10538	ppi
1649	3726	ppi
1649	1649	ppi
1649	57761	ppi
373	7329	ppi
373	373	ppi
373	5987	ppi
373	7324	ppi
373	7321	ppi
373	7322	ppi
509	523	ppi
657	659	ppi
657	657	ppi
91	4092	ppi
91	57154	ppi
5468	5468	ppi
5468	9325	ppi
5468	221037	ppi
5468	8805	ppi
5468	10524	ppi
5468	997	ppi
5468	5604	ppi
523	2040	ppi
523	51606	ppi
523	23317	ppi
400	23647	ppi
3030	7189	ppi
1968	8894	ppi
3397	6938	ppi
3397	8896	ppi
3397	26093	ppi
3397	9958	ppi
3397	8569	ppi
3397	5977	ppi
7318	9636	ppi
1445	6714	ppi
1445	2444	ppi
1445	408	ppi
3376	7317	ppi
729230	6347	ppi
5584	998	ppi
5584	56288	ppi
5584	7534	ppi
5584	3320	ppi
5584	84930	ppi
5584	23060	ppi
5584	80006	ppi
5584	1147	ppi
2004	5295	ppi
6772	10379	ppi
6772	2475	ppi
6772	6772	ppi
6772	4005	ppi
6772	5610	ppi
6772	6714	ppi
6772	2176	ppi
6778	6778	ppi
5290	5295	ppi
5290	8660	ppi
5291	5295	ppi
2475	2475	ppi
2475	57521	ppi
2475	64223	ppi
2475	253260	ppi
2475	6198	ppi
2475	10971	ppi
2060	29924	ppi
2060	160	ppi
2060	2060	ppi
2060	162	ppi
2060	4734	ppi
4300	4302	ppi
4300	4298	ppi
4300	80237	ppi
4300	3899	ppi
835	835	ppi
7006	1796	ppi
7006	3717	ppi
2444	10262	ppi
3977	3976	ppi
3977	1271	ppi
11224	6128	ppi
11224	6129	ppi
11224	6201	ppi
11224	6224	ppi
11224	3921	ppi
11224	6189	ppi
11224	6169	ppi
11224	6206	ppi
5048	6249	ppi
5048	5048	ppi
5048	440	ppi
2870	3320	ppi
2118	6794	ppi
5780	57085	ppi
5704	5719	ppi
5704	5693	ppi
5704	5709	ppi
5704	5686	ppi
5704	5687	ppi
5704	5690	ppi
5704	5691	ppi
5599	5295	ppi
5599	6198	ppi
5599	998	ppi
5599	4214	ppi
5599	4088	ppi
5599	5708	ppi
5599	80304	ppi
5599	114790	ppi
5599	605	ppi
5599	3164	ppi
5599	5599	ppi
5601	408	ppi
5601	5599	ppi
5601	3726	ppi
5601	5601	ppi
2949	2949	ppi
1027	10971	ppi
1027	7531	ppi
1027	6500	ppi
1027	6502	ppi
1027	1163	ppi
1027	898	ppi
1027	894	ppi
1027	896	ppi
5606	1432	ppi
5606	120892	ppi
5606	4217	ppi
6125	9020	ppi
6125	6125	ppi
6125	6135	ppi
6125	6129	ppi
6125	6189	ppi
6125	3921	ppi
6125	6175	ppi
6125	6128	ppi
6125	6133	ppi
6125	6217	ppi
6125	6187	ppi
6125	6201	ppi
6125	6181	ppi
6125	6206	ppi
6125	6218	ppi
6125	6224	ppi
6125	6230	ppi
6125	6203	ppi
6125	6204	ppi
6125	6158	ppi
6144	6128	ppi
6144	6129	ppi
6144	6189	ppi
6144	6175	ppi
6144	6203	ppi
6144	6147	ppi
6144	6152	ppi
6144	6160	ppi
6144	6168	ppi
6144	6125	ppi
6144	6133	ppi
6144	6217	ppi
6144	6224	ppi
6144	6228	ppi
6144	6230	ppi
6144	6187	ppi
6144	3921	ppi
6144	9349	ppi
6144	6206	ppi
6144	6156	ppi
6144	6169	ppi
6158	6228	ppi
6158	6189	ppi
6158	6181	ppi
6203	6137	ppi
6203	6222	ppi
6203	6189	ppi
6203	3921	ppi
6203	6204	ppi
6203	6206	ppi
6203	6224	ppi
6204	6229	ppi
6204	6187	ppi
6204	3921	ppi
6204	6201	ppi
6204	6217	ppi
6204	6230	ppi
6204	6189	ppi
6204	6235	ppi
6204	6206	ppi
6204	6228	ppi
4734	2260	ppi
4734	4086	ppi
4734	7805	ppi
4734	2887	ppi
4734	4734	ppi
